a,-0.07865429,
c,1.1061769,
;,9902.610061098683,
+,791147.6666666666,
<,1.92215,
>,0.5617777777777778,
ENTR,0.01,
REW,-2.1299999999999994,
lr,0.0002,
MAX REWD: -2.1299999999999994 REWD_ID: 1,
a,0.006903846,
c,0.25674304,
;,9382.756663945753,
+,790170.6666666666,
<,1.92215,
>,0.5617777777777778,
ENTR,0.01,
REW,-1.7683333333333333,
lr,0.0002,
MAX REWD: -1.7683333333333333 REWD_ID: 2,
a,0.0036026742,
c,0.27833456,
;,9728.034770857073,
+,799152.9833333333,
<,1.92215,
>,0.5617777777777778,
ENTR,0.01,
REW,-1.953833333333333,
lr,0.0002,
a,-0.8388825,
c,0.35284021,
;,11168.945158443785,
+,811883.3333333334,
<,3.5469,
>,0.5617777777777778,
ENTR,0.01,
REW,-7.932833333333334,
lr,0.0002,
a,-0.40150505,
c,0.09376721,
;,9674.823632578245,
+,793019.5,
<,2.35615,
>,0.5617777777777778,
ENTR,0.01,
REW,-2.2651666666666666,
lr,0.0002,
a,-0.474762,
c,0.2675496,
;,9824.221383351214,
+,790230.65,
<,3.30455,
>,0.5617777777777778,
ENTR,0.01,
REW,-4.326833333333334,
lr,0.0002,
a,0.24006271,
c,0.06074833,
;,10073.228155908517,
+,802740.85,
<,1.94775,
>,0.5617777777777778,
ENTR,0.01,
REW,-1.8291666666666664,
lr,0.0002,
a,-0.06110761,
c,0.1719871,
;,9226.721187506844,
+,781296.3166666667,
<,1.76555,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.6883333333333334,
lr,0.0002,
MAX REWD: -0.6883333333333334 REWD_ID: 8,
a,0.33495837,
c,0.07487553,
;,9184.477643905524,
+,786961.5833333334,
<,1.6509777777777779,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.9559999999999998,
lr,0.0002,
a,-0.09576823,
c,0.069481954,
;,9048.673639537352,
+,773795.3,
<,1.5589333333333333,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.02399999999999997,
lr,0.0002,
MAX REWD: -0.02399999999999997 REWD_ID: 10,
a,-0.20690006,
c,0.11562884,
;,8498.028229746782,
+,771303.15,
<,1.5102,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.35533333333333333,
lr,0.0002,
a,-0.26289326,
c,0.0826677,
;,9134.046568304528,
+,780322.9333333333,
<,1.7746,
>,0.5589111111111111,
ENTR,0.01,
REW,-1.1473333333333333,
lr,0.0002,
a,-0.13495196,
c,0.07199628,
;,9437.66032098827,
+,783006.15,
<,1.87985,
>,0.5617777777777778,
ENTR,0.01,
REW,-1.5013333333333327,
lr,0.0002,
a,-0.59311,
c,0.18565014,
;,9059.868516885621,
+,765553.4333333333,
<,1.7101111111111111,
>,0.5544444444444444,
ENTR,0.01,
REW,-0.525,
lr,0.0002,
a,0.23398422,
c,0.11646386,
;,9144.914919695433,
+,765816.6333333333,
<,1.7400222222222221,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.7066666666666667,
lr,0.0002,
a,-0.015426644,
c,0.14366978,
;,9270.07806326175,
+,767189.7333333333,
<,1.7400222222222221,
>,0.5544444444444444,
ENTR,0.01,
REW,-0.6743333333333335,
lr,0.0002,
a,0.41089317,
c,0.061953463,
;,9359.182048437808,
+,766204.2833333333,
<,1.7400222222222221,
>,0.5544444444444444,
ENTR,0.01,
REW,-0.7335000000000002,
lr,0.0002,
a,0.1162584,
c,0.12350929,
;,9393.067522969513,
+,773387.6333333333,
<,1.7400222222222221,
>,0.5544444444444444,
ENTR,0.01,
REW,-0.716,
lr,0.0002,
a,0.28055272,
c,0.108888544,
;,8723.290101036098,
+,763848.5333333333,
<,1.704511111111111,
>,0.5547111111111112,
ENTR,0.01,
REW,-0.3758333333333333,
lr,0.0002,
a,0.6321299,
c,0.25838098,
;,8609.018481273386,
+,764038.1166666667,
<,1.6226666666666667,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.24133333333333332,
lr,0.0002,
a,0.3444463,
c,0.14360984,
;,8250.136570254674,
+,771375.8,
<,1.5074,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.13033333333333325,
lr,0.0002,
a,-0.35203862,
c,0.020299416,
;,8145.745280489846,
+,759227.8333333334,
<,1.6246888888888888,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.11833333333333335,
lr,0.0002,
a,-0.18177569,
c,0.079572804,
;,8259.774748325823,
+,760225.5833333334,
<,1.4963555555555557,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.18083333333333326,
lr,0.0002,
a,-0.2568866,
c,0.22605257,
;,8438.79688494489,
+,768629.5333333333,
<,1.5364444444444445,
>,0.5617777777777778,
ENTR,0.01,
REW,0.13083333333333333,
lr,0.0002,
MAX REWD: 0.13083333333333333 REWD_ID: 24,
a,-0.38845018,
c,0.065518096,
;,8023.576297133223,
+,768810.35,
<,1.5081555555555555,
>,0.5620444444444445,
ENTR,0.01,
REW,0.09383333333333325,
lr,0.0002,
a,0.4689405,
c,0.08473179,
;,8322.640738027456,
+,767541.7,
<,1.5188222222222223,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.044500000000000005,
lr,0.0002,
a,0.16508944,
c,0.11810718,
;,7821.818532896765,
+,768165.0333333333,
<,1.4984222222222223,
>,0.5617777777777778,
ENTR,0.01,
REW,0.257,
lr,0.0002,
MAX REWD: 0.257 REWD_ID: 27,
a,0.06294551,
c,0.10006781,
;,8457.818511293734,
+,765114.4666666667,
<,1.5620444444444443,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.13866666666666677,
lr,0.0002,
a,-0.37097812,
c,0.0895612,
;,8427.131329132635,
+,766762.95,
<,1.5594222222222223,
>,0.5617777777777778,
ENTR,0.01,
REW,0.087,
lr,0.0002,
a,0.44300455,
c,0.16158777,
;,8129.375669333325,
+,762818.0,
<,1.361911111111111,
>,0.5617777777777778,
ENTR,0.01,
REW,0.21583333333333335,
lr,0.0002,
a,0.17198725,
c,0.073699236,
;,8069.674126831988,
+,760164.6666666666,
<,1.515711111111111,
>,0.5589111111111111,
ENTR,0.01,
REW,-0.13016666666666668,
lr,0.0002,
a,-0.514453,
c,0.039077967,
;,7858.2558007852895,
+,751582.65,
<,1.4749333333333334,
>,0.5617777777777778,
ENTR,0.01,
REW,0.23583333333333328,
lr,0.0002,
a,0.03096647,
c,0.07971295,
;,8331.483563772377,
+,753028.5,
<,1.4878,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.11016666666666672,
lr,0.0002,
a,-0.19625832,
c,0.07615201,
;,8076.015843307055,
+,762827.1666666666,
<,1.5848,
>,0.5633777777777778,
ENTR,0.01,
REW,-0.0028333333333333934,
lr,0.0002,
a,0.07482303,
c,0.07236901,
;,8566.991579175528,
+,754328.1,
<,1.7489555555555556,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.39283333333333326,
lr,0.0002,
a,-0.25421807,
c,0.079178974,
;,8264.9344860326,
+,755116.3,
<,1.5865555555555555,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.25716666666666677,
lr,0.0002,
a,0.23926196,
c,0.14601716,
;,8708.57918814788,
+,765985.4666666667,
<,1.5871555555555557,
>,0.5546,
ENTR,0.01,
REW,-0.4041666666666667,
lr,0.0002,
a,0.27287728,
c,0.13131632,
;,8671.850790433255,
+,771669.0666666667,
<,1.5871555555555557,
>,0.5617777777777778,
ENTR,0.01,
REW,-0.3658333333333333,
lr,0.0002,
a,0.032305352,
c,0.07751072,
